REPORT_DAT,OFFENSE,METHOD,BLOCK,DISTRICT,WARD,ANC,BLOCK_GROUP,CENSUS_TRACT,XBLOCK,YBLOCK
9/20/2015 1:15,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 15TH STREET NW,2,2,2B,010100 2,10100,397000,137253
9/20/2015 0:40,ROBBERY,OTHERS,800 - 899 BLOCK OF 5TH STREET NW,1,2,2C,005800 2,5800,398358,136942
9/20/2015 1:45,ROBBERY,OTHERS,1500 - 1527 BLOCK OF 45TH STREET NE,6,7,7D,009601 1,9601,405418,138092
9/19/2015 13:45,MOTOR VEHICLE THEFT,OTHERS,1200 - 1299 BLOCK OF NEAL STREET NE,5,5,5D,008802 3,8802,401081.81,137345.71
9/20/2015 2:25,ROBBERY,OTHERS,1866 - 1880 BLOCK OF COLUMBIA ROAD NW,3,1,1C,004001 1,4001,396170,139140
9/20/2015 2:00,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF I STREET NE,1,6,6A,008410 1,8410,400930,137051
9/20/2015 2:00,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF 8TH STREET NW,3,1,1B,003500 2,3500,398010,138818
9/19/2015 15:30,THEFT F/AUTO,OTHERS,1700 - 1799 BLOCK OF N STREET NW,2,2,2B,010700 2,10700,396522,137709
9/20/2015 4:44,THEFT/OTHER,OTHERS,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,3,1,1C,003800 3,3800,396455,139555
9/20/2015 2:00,THEFT F/AUTO,OTHERS,828  - 899 BLOCK OF QUINCY STREET NW,4,4,4C,002502 2,2502,397840,141080
9/20/2015 5:38,THEFT F/AUTO,OTHERS,3200 - 3299 BLOCK OF HIATT PLACE NW,3,1,1A,002802 2,2802,396986,140220
9/20/2015 4:30,THEFT F/AUTO,OTHERS,2921 - 2999 BLOCK OF GEORGIA AVENUE NW,3,1,1B,003100 1,3100,397998,140014
9/20/2015 0:30,THEFT/OTHER,OTHERS,3100 - 3116 BLOCK OF 16TH STREET NW,4,1,1D,002702 1,2702,396837,140117
9/20/2015 0:10,THEFT F/AUTO,OTHERS,1700 - 1732 BLOCK OF 40TH STREET SE,6,7,7B,009902 2,9902,404614.17,133046.99
9/19/2015 16:10,THEFT/OTHER,OTHERS,1026 - 1051 BLOCK OF WISCONSIN AVENUE NW,2,2,2E,000202 4,202,394554,137317
9/19/2015 15:30,BURGLARY,OTHERS,1951  - 1980 BLOCK OF UPSHUR STREET NW,4,4,4A,002600 1,2600,395997,141428
9/20/2015 10:45,THEFT/OTHER,OTHERS,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,2,3,3F,001200 4,1200,394459,141888
9/19/2015 20:00,MOTOR VEHICLE THEFT,OTHERS,34 - 99 BLOCK OF O STREET SW,1,6,6D,006400 2,6400,399009,133903
9/20/2015 10:00,THEFT/OTHER,OTHERS,1350 - 1399 BLOCK OF POTOMAC AVENUE SE,1,6,6B,007100 2,7100,401147,134664
9/19/2015 23:00,THEFT F/AUTO,OTHERS,3517 - 3648 BLOCK OF 16TH STREET NW,4,1,1D,002701 4,2701,396839,140889
9/20/2015 11:33,THEFT/OTHER,OTHERS,100  - 199 BLOCK OF CARROLL STREET NW,4,4,4B,001702 2,1702,398758,145213
9/19/2015 23:00,THEFT F/AUTO,OTHERS,1200 - 1399 BLOCK OF DELAWARE AVENUE SW,1,6,6D,011000 4,11000,398747,134091
9/20/2015 12:35,ROBBERY,GUN,1401 - 1499 BLOCK OF OAK STREET NW,4,1,1A,002801 1,2801,397025,140710
9/20/2015 12:30,ROBBERY,KNIFE,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,5,5,5C,009102 2,9102,400594,139371
9/19/2015 7:00,BURGLARY,OTHERS,301 - 499 BLOCK OF ORANGE STREET SE,7,8,8C,010400 2,10400,399763,130906
9/20/2015 12:20,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF U STREET NW,3,1,1B,004400 2,4400,397609,138792
9/20/2015 12:45,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF CONSTITUTION AVENUE NW,2,2,2C,006202 1,6202,397153,136026
9/20/2015 13:30,THEFT F/AUTO,OTHERS,H STREET NE AND 12TH STREET NE,1,6,6A,008402 1,8402,400846.6,136927.64
9/20/2015 14:33,ROBBERY,OTHERS,3900 - 3903 BLOCK OF MINNESOTA AVENUE NE,6,7,7F,009603 3,9603,404308,136189
9/20/2015 13:28,BURGLARY,OTHERS,4000 - 4199 BLOCK OF GRANT STREET NE,6,7,7F,007803 1,7803,404806,136726
9/19/2015 22:01,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF PARK ROAD NW,4,1,1D,002702 1,2702,396736,140470
9/20/2015 13:45,THEFT/OTHER,OTHERS,34TH STREET NW AND WATER STREET NW,2,2,2E,000202 4,202,394118.8103,137340.3503
9/20/2015 9:00,MOTOR VEHICLE THEFT,OTHERS,2200 - 2399 BLOCK OF OTIS STREET NE,5,5,5C,009400 3,9400,402326,140799
9/19/2015 15:41,THEFT F/AUTO,OTHERS,100 - 159 BLOCK OF R STREET NE,5,5,5E,008701 1,8701,399526,138303
9/20/2015 16:08,THEFT/OTHER,OTHERS,934 - 1099 BLOCK OF EASTERN AVENUE NE,6,7,7C,007807 2,7807,406683,137294
9/20/2015 17:14,THEFT/OTHER,OTHERS,34TH STREET NW AND WATER STREET NW,2,2,2E,000202 4,202,394118.8103,137340.3503
9/20/2015 16:30,THEFT/OTHER,OTHERS,M STREET NW AND 33RD STREET NW,2,2,2E,000202 3,202,394271.7496,137474.6334
9/19/2015 4:18,ROBBERY,OTHERS,13TH STREET NW AND PEABODY STREET NW,4,4,4A,001804 3,1804,397426.65,143866.33
9/19/2015 4:46,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF U STREET NW,3,1,1B,004400 2,4400,397609,138792
9/19/2015 0:00,HOMICIDE,GUN,2400 - 2599 BLOCK OF ELVANS ROAD SE,7,8,8B,007406 2,7406,401004,131818
9/19/2015 5:15,THEFT/OTHER,OTHERS,1900 - 1999 BLOCK OF CONNECTICUT AVENUE NW,3,2,2D,004100 1,4100,395965,138725
9/19/2015 6:45,ASSAULT W/DANGEROUS WEAPON,OTHERS,1 - 99 BLOCK OF BATES STREET NW,5,5,5E,004600 1,4600,399080,138057
9/19/2015 0:30,THEFT F/AUTO,OTHERS,2800 - 2899 BLOCK OF NEW MEXICO AVENUE NW,2,3,3B,000801 3,801,392884.2,139893.81
9/19/2015 10:23,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF 4TH STREET SW,1,6,6D,010200 2,10200,398469,134448
9/19/2015 9:53,THEFT F/AUTO,OTHERS,2300 - 2399 BLOCK OF PITTS PLACE SE,7,8,8A,007504 1,7504,401251,132444
9/19/2015 3:30,BURGLARY,OTHERS,1400 - 1499 BLOCK OF N STREET NW,2,2,2F,005201 1,5201,397115,137709
9/19/2015 11:58,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF OWEN PLACE NE,5,5,5D,008802 4,8802,401169,137507
9/19/2015 8:15,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF 6TH STREET NW,3,6,6E,004802 2,4802,398273,137449
9/19/2015 11:36,THEFT/OTHER,OTHERS,100 - 299 BLOCK OF MICHIGAN AVENUE NW,4,1,1B,003400 2,3400,398728,139835
9/19/2015 3:00,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF 9TH STREET NW,3,2,2F,004902 2,4902,397920,137620
9/19/2015 10:00,THEFT/OTHER,OTHERS,2200 - 2254 BLOCK OF MOUNT VIEW PLACE SE,7,8,8A,007503 1,7503,400949,132834
9/19/2015 13:00,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF O STREET NW,2,2,2B,005201 2,5201,396917,137871
9/19/2015 13:32,THEFT/OTHER,OTHERS,1052 - 1103 BLOCK OF BLADENSBURG ROAD NE,5,5,5D,008802 1,8802,401652,137333
9/19/2015 12:13,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF 7TH STREET NW,1,2,2C,005800 1,5800,398098,136808
9/19/2015 12:52,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF 3RD STREET NW,3,1,1B,003400 2,3400,398638,138583
9/19/2015 14:11,THEFT/OTHER,OTHERS,300 - 341 BLOCK OF 35TH STREET NE,6,7,7D,009604 2,9604,403842,136258
9/19/2015 11:00,THEFT F/AUTO,OTHERS,1700 - 1799 BLOCK OF JOHNSON AVENUE NW,3,2,2F,005201 4,5201,397116,138388
9/19/2015 13:53,THEFT/OTHER,OTHERS,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,5,5,5C,009102 2,9102,400541,139301
9/19/2015 14:11,THEFT F/AUTO,OTHERS,4TH STREET NW AND SHERIDAN STREET NW,4,4,4B,001902 2,1902,398436.9,144246.97
9/19/2015 14:57,THEFT/OTHER,OTHERS,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,4,1,1A,003100 1,3100,397904,140846
9/19/2015 14:15,ASSAULT W/DANGEROUS WEAPON,OTHERS,MISSOURI AVENUE NW AND 13TH STREET NW,4,4,4A,001804 2,1804,397426.45,143733.45
9/19/2015 15:34,THEFT/OTHER,OTHERS,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,2,3,3C,000600 2,600,394895,140924
9/19/2015 8:30,THEFT F/AUTO,OTHERS,7400  - 7499 BLOCK OF 9TH STREET NW,4,4,4B,010300 2,10300,397798,145832
9/19/2015 12:45,MOTOR VEHICLE THEFT,OTHERS,300 - 399 BLOCK OF 8TH STREET NE,1,6,6C,008302 1,8302,400437,136259.32
9/19/2015 15:45,THEFT/OTHER,OTHERS,GEORGIA AVENUE NW AND RANDOLPH STREET NW,4,4,4C,002502 1,2502,397859.43,141199.86
9/19/2015 15:50,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF 10TH STREET SE,1,6,6B,007000 2,7000,400638,134906
9/19/2015 15:13,MOTOR VEHICLE THEFT,OTHERS,808 - 899 BLOCK OF CHESAPEAKE STREET SE,7,8,8D,009811 2,9811,400660,129046
9/19/2015 15:25,THEFT/OTHER,OTHERS,4000 - 4099 BLOCK OF BRANDYWINE STREET NW,2,3,3E,001100 4,1100,393102,142423
9/19/2015 15:29,THEFT/OTHER,OTHERS,3300 - 3398 BLOCK OF CONNECTICUT AVENUE NW,2,3,3C,000600 2,600,395016.15,140658.57
9/19/2015 13:55,MOTOR VEHICLE THEFT,OTHERS,1 - 99 BLOCK OF 15TH STREET NE,1,6,6A,008002 1,8002,401418,135835
9/19/2015 16:51,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF 8TH STREET NE,1,6,6C,008302 1,8302,400437,136259
9/19/2015 12:30,THEFT F/AUTO,OTHERS,30TH STREET NW AND N STREET NW,2,2,2E,000100 4,100,394866.5681,137665.8651
10/9/2015 16:53,ROBBERY,OTHERS,1200 - 1299 BLOCK OF 13TH STREET NW,3,2,2F,005002 2,5002,397430,137621
10/9/2015 17:33,THEFT/OTHER,OTHERS,4800 - 4899 BLOCK OF TEXAS AVENUE SE,6,7,7E,009906 1,9906,405306,135694
10/9/2015 17:05,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF 51ST STREET NE,6,7,7C,007809 1,7809,406321,136994
10/9/2015 14:35,THEFT/OTHER,OTHERS,4622 - 4699 BLOCK OF BROOKS STREET NE,6,7,7D,007803 3,7803,405608,136123
10/8/2015 23:30,THEFT/OTHER,OTHERS,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7,8,8D,009807 1,9807,399218,129419
10/9/2015 18:19,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF 7TH STREET NW,1,2,2C,005800 1,5800,398098,136808
10/9/2015 17:56,ASSAULT W/DANGEROUS WEAPON,GUN,4500 - 4599 BLOCK OF QUARLES STREET NE,6,7,7D,009601 1,9601,405550,138194
10/9/2015 18:45,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF 7TH STREET NW,3,1,1B,004400 2,4400,398099,138551
10/9/2015 18:36,ROBBERY,GUN,300 - 399 BLOCK OF F STREET NE,1,6,6C,008301 2,8301,399886,136609
10/9/2015 17:59,ASSAULT W/DANGEROUS WEAPON,GUN,2900 - 2999 BLOCK OF KNOX PLACE SE,7,8,8B,007408 1,7408,402554.2748,131862.0207
10/9/2015 4:45,BURGLARY,OTHERS,1 - 99 BLOCK OF 53RD PLACE SE,6,7,7E,009903 2,9903,406539,135603
10/9/2015 19:10,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,2,2E,000202 4,202,394449,137479
10/9/2015 19:30,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF RHODE ISLAND AVENUE NE,5,5,5E,008702 1,8702,399887,139069
10/6/2015 18:00,THEFT F/AUTO,OTHERS,NEWARK STREET NW AND 39TH STREET NW,2,3,3C,001002 3,1002,393307.84,140871.2
10/9/2015 10:00,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF G STREET NW,2,2,2A,010800 2,10800,396479,136718
10/9/2015 8:15,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF 7TH STREET NE,1,6,6C,010600 3,10600,400332,137118
10/9/2015 19:15,THEFT F/AUTO,OTHERS,MONROE STREET NW AND 11TH STREET NW,4,1,1A,002900 1,2900,397529.98,140545.75
10/9/2015 20:47,ROBBERY,OTHERS,1500 - 1599 BLOCK OF GALES STREET NE,5,6,6A,007901 4,7901,401492.42,136756.45
10/9/2015 21:12,ROBBERY,GUN,200 - 299 BLOCK OF RHODE ISLAND AVENUE NE,5,5,5E,008702 1,8702,399759,139012
10/9/2015 16:35,THEFT/OTHER,OTHERS,3600 - 3699 BLOCK OF O STREET NW,2,2,2E,000202 4,202,393843,137761
10/9/2015 22:00,THEFT F/AUTO,OTHERS,500  - 699 BLOCK OF ROXBORO PLACE NW,4,4,4B,001901 3,1901,398165,144181
10/9/2015 23:00,THEFT/OTHER,OTHERS,2100 - 2199 BLOCK OF 14TH STREET NW,3,1,1B,004300 1,4300,397229,138975
10/16/2015 17:00,THEFT/OTHER,OTHERS,100 - 299 BLOCK OF BATES STREET NW,5,5,5E,004600 2,4600,398814,138057
10/18/2015 18:06,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF FLAGLER PLACE NW,5,5,5E,003301 3,3301,398825,139092
10/17/2015 20:00,BURGLARY,OTHERS,4600 - 4629 BLOCK OF MEADE STREET NE,6,7,7C,007806 2,7806,405611,137581
10/18/2015 17:23,BURGLARY,OTHERS,740 - 899 BLOCK OF KENILWORTH AVENUE NE,6,7,7D,009602 1,9602,404691,137003
10/15/2015 9:00,THEFT/OTHER,OTHERS,301 - 499 BLOCK OF ORANGE STREET SE,7,8,8C,010400 2,10400,399763,130906
10/18/2015 19:13,THEFT/OTHER,OTHERS,1500 - 1599 BLOCK OF 28TH PLACE SE,6,7,7B,007604 3,7604,402885,133720
10/18/2015 18:00,THEFT/OTHER,OTHERS,2400 - 2499 BLOCK OF PENNSYLVANIA AVENUE NW,2,2,2A,005600 1,5600,395458,137273
10/18/2015 19:00,THEFT/OTHER,OTHERS,2900 - 2999 BLOCK OF K STREET NW,2,2,2E,000100 4,100,394919,137190
10/5/2015 4:57,BURGLARY,OTHERS,400 - 499 BLOCK OF 8TH STREET NW,1,2,2C,005800 1,5800,398008,136402
10/5/2015 8:20,ASSAULT W/DANGEROUS WEAPON,KNIFE,3600 - 3625 BLOCK OF MINNESOTA AVENUE SE,6,7,7F,007708 1,7708,403969.51,135593.96
10/5/2015 8:50,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF H STREET NE,1,6,6C,008302 1,8302,400233,136927
10/4/2015 23:00,MOTOR VEHICLE THEFT,OTHERS,140 - 199 BLOCK OF KENILWORTH AVENUE NE,6,7,7D,009604 1,9604,403707,135949
10/4/2015 20:30,THEFT F/AUTO,OTHERS,2400 - 2537 BLOCK OF 15TH STREET NW,3,1,1B,003700 3,3700,396942,139389
10/2/2015 18:00,MOTOR VEHICLE THEFT,OTHERS,223 299  BLOCK OF 33RD STREET NE,6,7,7D,009604 1,9604,403516,136144
10/4/2015 22:30,THEFT F/AUTO,OTHERS,1600 - 1699 BLOCK OF S STREET NW,3,2,2B,005301 1,5301,396748,138470
10/5/2015 9:51,THEFT F/AUTO,OTHERS,3RD STREET NW AND R STREET NW,5,5,5E,004600 2,4600,398683.62,138304.27
10/5/2015 9:35,BURGLARY,OTHERS,2200 - 2299 BLOCK OF MINNESOTA AVENUE SE,6,8,8A,007601 1,7601,402248,133774
10/2/2015 17:00,MOTOR VEHICLE THEFT,OTHERS,1614 - 1648 BLOCK OF WEST VIRGINIA AVENUE NE,5,5,5D,008803 1,8803,401051,137862
10/5/2015 10:24,THEFT/OTHER,OTHERS,1300  - 1312 BLOCK OF LEEGATE ROAD NW,4,4,4A,001600 1,1600,397389,146511
10/5/2015 10:28,ROBBERY,OTHERS,4037 4199  BLOCK OF SOUTH CAPITOL STREET,7,8,8D,009807 1,9807,399333,129102
10/5/2015 10:45,THEFT F/AUTO,OTHERS,2400 - 2479 BLOCK OF 16TH STREET NW,3,1,1C,003800 2,3800,396835,139331
10/9/2015 23:50,MOTOR VEHICLE THEFT,OTHERS,100 - 379 BLOCK OF MICHIGAN AVENUE NE,4,5,5A,002302 1,2302,399610,140102
10/9/2015 22:00,MOTOR VEHICLE THEFT,OTHERS,2701 - 2899 BLOCK OF HARTFORD STREET SE,7,8,8B,007502 2,7502,402810,131849
10/8/2015 17:00,THEFT/OTHER,OTHERS,14 55  BLOCK OF RHODE ISLAND AVENUE NE,5,5,5E,008701 2,8701,399330,138821
10/10/2015 8:36,BURGLARY,OTHERS,500 - 699 BLOCK OF PARK ROAD NW,3,1,1A,003200 3,3200,398091,140566
10/10/2015 9:00,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF NEW HAMPSHIRE AVENUE NW,3,1,1B,004300 1,4300,396877,138856
10/9/2015 0:00,THEFT/OTHER,OTHERS,2111 - 2199 BLOCK OF WISCONSIN AVENUE NW,2,3,3B,000300 1,300,393928,138956
10/9/2015 8:45,BURGLARY,OTHERS,500 - 599 BLOCK OF RHODE ISLAND AVENUE NW,3,6,6E,004801 1,4801,398316,138369
10/10/2015 9:33,MOTOR VEHICLE THEFT,OTHERS,600 - 699 BLOCK OF MISSISSIPPI AVENUE SE,7,8,8C,009804 1,9804,400218,130020
10/9/2015 10:00,MOTOR VEHICLE THEFT,OTHERS,1300 - 1399 BLOCK OF BRENTWOOD ROAD NE,5,5,5B,009302 1,9302,401193,139648
10/10/2015 10:20,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF RICHARDSON PLACE NW,5,5,5E,004600 2,4600,398561,138379
10/10/2015 8:00,THEFT/OTHER,OTHERS,112 - 199 BLOCK OF 56TH STREET SE,6,7,7E,009903 2,9903,406848,135451
10/10/2015 11:14,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF L STREET NW,2,2,2B,010700 1,10700,396307,137321
10/10/2015 9:30,THEFT/OTHER,OTHERS,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,3,2,2D,004100 1,4100,395984,138616
10/6/2015 18:10,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF FAIRMONT STREET NW,3,1,1B,003600 2,3600,397313,139653
10/9/2015 20:30,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF 47TH PLACE NE,6,7,7C,007806 2,7806,405659,137503
10/10/2015 10:30,THEFT/OTHER,OTHERS,1700 - 1733 BLOCK OF COLUMBIA ROAD NW,3,1,1C,003900 3,3900,396561,139643
10/5/2015 14:00,THEFT/OTHER,OTHERS,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,2,3,3E,001001 2,1001,393070,142276
10/6/2015 12:38,THEFT F/AUTO,OTHERS,4210 - 4299 BLOCK OF 39TH STREET NW,2,3,3E,001200 4,1200,393321,141834
10/5/2015 14:30,THEFT/OTHER,OTHERS,5000  - 5099 BLOCK OF 14TH STREET NW,4,4,4C,002002 1,2002,397102,142604
10/6/2015 14:00,THEFT/OTHER,OTHERS,100 - 199 BLOCK OF IRVING STREET NW,4,5,5E,002302 1,2302,398793,140371
10/6/2015 12:00,THEFT F/AUTO,OTHERS,HALF STREET SE AND N STREET SE,1,6,6D,007200 2,7200,399352.21,134089.58
9/24/2015 19:00,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF 4TH STREET SW,1,6,6D,010200 2,10200,398469,134448
10/6/2015 7:15,THEFT/OTHER,OTHERS,2600 - 2699 BLOCK OF WOODLEY ROAD NW,2,3,3C,000501 2,501,395317,139759
10/6/2015 10:00,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF K STREET NW,1,2,2C,010100 1,10100,397700,137185
10/6/2015 11:30,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF MASSACHUSETTS AVENUE NW,2,2,2B,010700 2,10700,396697,137769
10/6/2015 13:50,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF H STREET NW,2,2,2A,010800 3,10800,395707,136859
10/5/2015 22:30,THEFT F/AUTO,OTHERS,5352 - 5421 BLOCK OF BLAINE STREET NE,6,7,7C,007808 1,7808,406648,135955
10/6/2015 15:32,THEFT/OTHER,OTHERS,1100 - 1299 BLOCK OF KENILWORTH AVENUE NE,6,7,7D,009601 1,9601,405146,137429
10/2/2015 18:30,THEFT/OTHER,OTHERS,3900 - 3999 BLOCK OF CLAY PLACE NE,6,7,7F,009603 2,9603,404426,136093
10/6/2015 9:15,BURGLARY,OTHERS,1300  - 1329 BLOCK OF IRIS STREET NW,4,4,4A,001600 3,1600,397349,146039
10/6/2015 16:58,THEFT F/AUTO,OTHERS,1511 - 1643 BLOCK OF FRANKLIN STREET NE,5,5,5C,009102 1,9102,401530,139745
10/6/2015 16:30,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF 11TH STREET NW,1,2,2C,005800 1,5800,397655.36,136942.36
10/5/2015 15:00,THEFT F/AUTO,OTHERS,4500 - 4599 BLOCK OF EADS PLACE NE,6,7,7D,007803 2,7803,405525,136452
9/20/2015 19:30,BURGLARY,OTHERS,4200 - 4209 BLOCK OF ALBEMARLE STREET NW,2,3,3E,001001 4,1001,392863,142226
9/21/2015 10:18,THEFT F/AUTO,OTHERS,228 - 323 BLOCK OF 51ST STREET NE,6,7,7C,007804 2,7804,406224,136245
9/19/2015 15:00,THEFT/OTHER,OTHERS,2400 - 2798 BLOCK OF CALVERT STREET NW,2,3,3C,000501 2,501,395288,139501
9/19/2015 18:30,THEFT F/AUTO,OTHERS,1400 - 1412 BLOCK OF FRANKLIN STREET NE,5,5,5B,009301 3,9301,401282,139761
9/19/2015 13:00,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF MASSACHUSETTS AVENUE NW,1,2,2C,010100 1,10100,397829,137265
9/21/2015 12:22,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,5,5,5D,008904 2,8904,401740,137077
9/20/2015 19:40,BURGLARY,OTHERS,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,2,3,3G,001100 1,1100,393473,144062
9/20/2015 19:40,BURGLARY,OTHERS,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,2,3,3G,001100 1,1100,393473,144062
9/20/2015 21:00,THEFT F/AUTO,OTHERS,4650 - 4799 BLOCK OF BENNING ROAD SE,6,7,7F,009907 2,9907,405676,135066
9/21/2015 12:20,ROBBERY,GUN,600 699  BLOCK OF LAMONT STREET NW,3,1,1A,003200 3,3200,398049,140379
9/21/2015 11:50,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,2,2C,005800 1,5800,397497,136718
9/21/2015 10:51,MOTOR VEHICLE THEFT,OTHERS,1000 - 1199 BLOCK OF VARNUM STREET NE,4,5,5B,009504 2,9504,400742,141663
10/8/2015 8:47,MOTOR VEHICLE THEFT,OTHERS,2428 - 2599 BLOCK OF IRVING STREET NE,5,5,5C,011100 2,11100,402544,140142
10/8/2015 8:50,ROBBERY,OTHERS,2000 2098  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,8,8A,007503 1,7503,400937,133147
10/8/2015 10:15,THEFT/OTHER,OTHERS,1800 - 1869 BLOCK OF BENNING ROAD NE,5,6,6A,007901 1,7901,401996,136793
10/8/2015 9:56,MOTOR VEHICLE THEFT,OTHERS,1400  - 1499 BLOCK OF TUCKERMAN STREET NW,,4,4A,001803 2,1803,397010,144406
10/3/2015 8:00,MOTOR VEHICLE THEFT,OTHERS,1614 - 1648 BLOCK OF WEST VIRGINIA AVENUE NE,5,5,5D,008803 1,8803,401051,137862
10/8/2015 11:12,MOTOR VEHICLE THEFT,OTHERS,500 - 599 BLOCK OF MORSE STREET NE,5,5,5D,008803 1,8803,400139.41,137702.67
10/8/2015 10:35,THEFT F/AUTO,OTHERS,2ND STREET NE AND PARKER STREET NE,1,6,6C,010600 2,10600,399690.38,137110.77
10/7/2015 8:00,THEFT F/AUTO,OTHERS,3300 - 3499 BLOCK OF 39TH STREET NW,2,3,3C,001002 3,1002,393320,140748
10/8/2015 9:30,ASSAULT W/DANGEROUS WEAPON,KNIFE,1200 - 1299 BLOCK OF SIMMS PLACE NE,5,5,5D,008804 2,8804,401388.66,137908.7
10/8/2015 10:00,THEFT/OTHER,OTHERS,150 - 299 BLOCK OF RIGGS ROAD NE,4,5,5A,009508 1,9508,399714,143129
10/7/2015 21:30,ASSAULT W/DANGEROUS WEAPON,KNIFE,200 - 299 BLOCK OF WEBSTER STREET NE,4,5,5A,009501 3,9501,399717,141728
10/8/2015 0:00,THEFT F/AUTO,OTHERS,2300 - 3099 BLOCK OF V STREET NE,5,5,5C,011100 1,11100,402835,139007
10/8/2015 9:45,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF T STREET NW,3,1,1B,004400 2,4400,398054,138634
10/8/2015 11:30,ASSAULT W/DANGEROUS WEAPON,GUN,2400 - 2499 BLOCK OF NORTH CAPITOL STREET,5,5,5E,003301 1,3301,399215,139329
10/5/2015 11:00,MOTOR VEHICLE THEFT,OTHERS,2000 - 2099 BLOCK OF CONSTITUTION AVENUE NE,1,6,6A,008002 1,8002,402108.98,136018.57
10/7/2015 22:00,THEFT F/AUTO,OTHERS,5700  - 5709 BLOCK OF BLAIR ROAD NE,4,4,4B,009505 2,9505,399237,143465
10/8/2015 0:49,BURGLARY,OTHERS,4100 - 4199 BLOCK OF FESSENDEN STREET NW,2,3,3E,001100 4,1100,392964,142980
9/22/2015 17:00,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF Q STREET NW,3,6,6E,004901 2,4901,398054,138140
9/21/2015 22:00,THEFT F/AUTO,OTHERS,400  - 598 BLOCK OF MADISON STREET NE,4,4,4B,009507 1,9507,400035,143463
9/22/2015 9:10,BURGLARY,OTHERS,1 - 99 BLOCK OF HANOVER PLACE NW,5,5,5E,004600 1,4600,399135,137781
9/22/2015 18:47,BURGLARY,OTHERS,1200 - 1299 BLOCK OF D STREET SE,1,6,6B,006900 1,6900,400930,135140
9/22/2015 16:59,THEFT/OTHER,OTHERS,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,1,5,5E,004600 1,4600,399214.79,137753.75
9/22/2015 19:32,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,1,1A,003000 1,3000,397162,140182
9/22/2015 18:15,THEFT/OTHER,OTHERS,1400 - 1599 BLOCK OF OKIE STREET NE,5,5,5D,008803 1,8803,401495,138588
9/22/2015 19:57,ROBBERY,OTHERS,1 - 21 BLOCK OF NEW YORK AVENUE NW,5,6,6E,004701 2,4701,399192,137711
